Food code,Main food description,Food description
58106700,"Pizza with meat and vegetables, from frozen, thin crust","The image shows the food category of pizza with meat and vegetables, from frozen, thin crust. Additional details include supreme pizza; all meat, poultry, and seafood toppings including pepperoni; with one, two, or three meat and vegetable toppings; flatbread crust; homemade or ready-to-bake pizza."
58106702,"Pizza with meat and vegetables, from frozen, medium crust","The image shows the food category of pizza with meat and vegetables, from frozen, medium crust. Additional details include supreme pizza; all meat, poultry, and seafood toppings including pepperoni; with one, two, or three meat and vegetable toppings; original crust; homemade or ready-to-bake pizza."
58106705,"Pizza with meat and vegetables, from frozen, thick crust","The image shows the food category of pizza with meat and vegetables, from frozen, thick crust. Additional details include pan pizza; supreme pizza; all meat, poultry, and seafood toppings including pepperoni; with one, two, or three meat and vegetable toppings; homemade or ready-to-bake pizza; pizza on bagel, English muffin, or French bread."
58106720,"Pizza with meat and vegetables, from restaurant or fast food, thin crust","The image shows the food category of pizza with meat and vegetables, from restaurant or fast food, thin crust. Additional details include with one, two, or three meat  and vegetable toppings; all meat, poultry, and seafood toppings including pepperoni; flatbread crust; from street vendor."
58106725,"Pizza with meat and vegetables, from restaurant or fast food, medium crust","The image shows the food category of pizza with meat and vegetables, from restaurant or fast food, medium crust. Additional details include with one, two, or three meat and vegetable toppings; all meat, poultry, and seafood toppings including pepperoni; original, hand-tossed, or not specified subcategory as to type of crust; from street vendor."
58106730,"Pizza with meat and vegetables, from restaurant or fast food, thick crust","The image shows the food category of pizza with meat and vegetables, from restaurant or fast food, thick crust. Additional details include pan pizza; with one, two, or three meat and vegetable toppings; all meat, poultry, and seafood toppings including pepperoni; from street vendor; pizza on bagel, English muffin, or French bread."
58106736,"Pizza with extra meat and extra vegetables, thin crust","The image shows the food category of pizza with extra meat and extra vegetables, thin crust. Additional details include with two or more meat toppings and two or more vegetable toppings; supreme pizza; all meat, poultry, and seafood toppings including pepperoni; flatbread crust."
58106737,"Pizza with extra meat and extra vegetables, thick crust","The image shows the food category of pizza with extra meat and extra vegetables, thick crust. Additional details include with two or more meat toppings and two or more vegetable toppings; pan pizza; supreme pizza; all meat, poultry, and seafood toppings including pepperoni; pizza on bagel, English muffin, or French bread."
58106738,"Pizza with extra meat and extra vegetables, medium crust","The image shows the food category of pizza with extra meat and extra vegetables, medium crust. Additional details include with two or more meat and two or more vegetable toppings; supreme pizza; all meat, poultry, and seafood toppings including pepperoni; original, hand-tossed, or not specified subcategory as to type of crust."
58106750,"Pizza with meat and fruit, thin crust","The image shows the food category of pizza with meat and fruit, thin crust. Additional details include all meat, poultry, and seafood toppings including pepperoni; all fruits including pineapple; flatbread crust."
58106755,"Pizza with meat and fruit, medium crust","The image shows the food category of pizza with meat and fruit, medium crust. Additional details include all meat, poultry, and seafood toppings including pepperoni; all fruits including pineapple; original, hand-tossed, or not specified subcategory as to type of crust."
58106760,"Pizza with meat and fruit, thick crust","The image shows the food category of pizza with meat and fruit, thick crust. Additional details include pan pizza; all meat, poultry, and seafood toppings including pepperoni; all fruits including pineapple; pizza on bagel, English muffin, or French bread."
58106820,"Pizza with beans and vegetables, thin crust","The image shows the food category of pizza with beans and vegetables, thin crust. Additional details include original; original, medium, hand-tossed, flatbread, or not specified subcategory as to type of crust."
58106830,"Pizza with beans and vegetables, thick crust","The image shows the food category of pizza with beans and vegetables, thick crust. Additional details include pan pizza; pizza on bagel, English muffin, or French bread."
58107050,"Pizza, no cheese, thin crust","The image shows the food category of pizza, no cheese, thin crust. Additional details include tomato pie; original, medium, hand-tossed, flatbread, or not specified subcategory as to type of crust."
58107100,"Pizza, no cheese, thick crust","The image shows the food category of pizza, no cheese, thick crust. Additional details include tomato pie; pan pizza; pizza on bagel, English muffin, or French bread."
58107205,"White pizza, cheese, thin crust","The image shows the food category of white pizza, cheese, thin crust. Additional details include not specified subcategory as to toppings; original , medium, hand-tossed, flatbread, or not specified subcategory as to type of crust."
58107207,"White pizza, cheese, thick crust","The image shows the food category of white pizza, cheese, thick crust. Additional details include not specified subcategory as toppings; pan pizza; pizza on bagel, English muffin, or French bread."
